1984-11-08, 17:11, 30994.72, 1984.854,  3,  0, 343.99
1984-11-09, 15:42, 30995.65, 1984.857,  3,  5, 349.15
1984-11-13, 16:02, 30999.67, 1984.868,  3,  0, 345.20
1984-11-22, 14:58, 31008.62, 1984.892,  4,  0, 345.45
1984-12-12, 13:42, 31028.57, 1984.947,  4,  0, 348.33
1984-12-13, 10:51, 31029.45, 1984.949,  6,  7, 349.73
1984-12-17, 15:34, 31033.65, 1984.961,  4,  5, 350.69
1984-12-20, 12:17, 31036.51, 1984.969,  4,  0, 347.05
1984-12-28, 13:37, 31044.57, 1984.991,  3,  0, 350.06
1985-01-08, 11:33, 31055.48, 1985.020,  4,  0, 346.97
1985-01-29, 16:31, 31076.69, 1985.079,  4,  0, 349.22
1985-01-30, 14:10, 31077.59, 1985.081,  4,  5, 352.26
1985-02-04, 13:12, 31082.55, 1985.095,  4,  5, 352.99
1985-02-09, 16:40, 31087.69, 1985.109,  4,  0, 348.66
1985-03-01, 16:38, 31107.69, 1985.164,  4,  0, 348.88
1985-03-02, 12:46, 31108.53, 1985.166,  6,  6, 349.33
1985-03-05, 16:52, 31111.70, 1985.175,  4,  0, 348.38
1985-03-06, 15:47, 31112.66, 1985.177,  4,  6, 350.73
1985-03-11, 15:45, 31117.66, 1985.191,  4,  0, 348.90
1985-03-18, 16:24, 31124.68, 1985.210,  4,  0, 349.27
1985-03-28, 13:13, 31134.55, 1985.237,  6,  0, 350.03
1985-04-16, 16:49, 31153.70, 1985.290,  4,  0, 347.60
1985-04-17, 13:10, 31154.55, 1985.292,  3,  0, 348.07
1985-04-22, 15:14, 31159.63, 1985.306,  4,  0, 348.89
1985-05-03, 15:29, 31170.65, 1985.336,  8,  0, 349.14
1985-05-07, 14:39, 31174.61, 1985.347,  3,  6, 350.40
1985-05-08, 14:22, 31175.60, 1985.350,  4,  0, 350.33
1985-05-10, 09:31, 31177.40, 1985.355,  4,  0, 350.94
1985-05-17, 12:10, 31184.51, 1985.374,  6,  6, 350.97
1985-05-24, 16:12, 31191.68, 1985.394,  3,  0, 350.92
1985-05-26, 15:11, 31193.63, 1985.399,  4,  0, 350.21
1985-06-01, 12:57, 31199.54, 1985.415,  4,  0, 350.52
1985-06-13, 14:45, 31211.61, 1985.448,  6,  0, 351.57
1985-06-14, 16:12, 31212.68, 1985.451,  4,  0, 349.07
1985-06-20, 17:31, 31218.73, 1985.468,  3,  0, 348.41
1985-06-21, 20:18, 31219.85, 1985.471,  4,  6, 348.50
1985-06-24, 16:04, 31222.67, 1985.479,  4,  0, 348.43
1985-07-18, 14:47, 31246.62, 1985.544,  4,  5, 346.86
1985-07-19, 16:22, 31247.68, 1985.547,  4,  0, 346.04
1985-07-26, 12:15, 31254.51, 1985.566,  2,  5, 364.61
1985-07-29, 16:04, 31257.67, 1985.574,  4,  0, 342.72
1985-08-01, 17:03, 31260.71, 1985.583,  4,  0, 341.75
1985-08-08, 13:07, 31267.55, 1985.601,  4,  0, 341.49
1985-08-13, 14:52, 31272.62, 1985.615,  4,  0, 340.41
1985-08-15, 15:17, 31274.64, 1985.621,  4,  0, 338.39
1985-09-03, 16:12, 31293.68, 1985.673,  4,  0, 338.43
1985-09-06, 15:25, 31296.64, 1985.681,  4,  0, 339.85
1985-09-09, 16:03, 31299.67, 1985.690,  4,  0, 341.29
1985-09-18, 13:48, 31308.57, 1985.714,  4,  0, 339.46
1985-09-26, 13:47, 31316.57, 1985.736,  4,  6, 342.65
1985-09-27, 13:52, 31317.58, 1985.739,  4,  0, 342.50
1985-10-07, 15:57, 31327.66, 1985.766,  4,  0, 343.15
1985-10-10, 15:22, 31330.64, 1985.774,  4,  5, 348.72
1985-10-21, 11:52, 31341.49, 1985.804,  4,  0, 343.25
1985-11-12, 09:30, 31363.40, 1985.864,  4,  0, 346.82
1985-11-13, 14:02, 31364.58, 1985.867,  2,  0, 349.64
1985-11-21, 16:17, 31372.68, 1985.890,  4,  0, 345.87
1985-12-11, 14:37, 31392.61, 1985.944,  3,  5, 352.15
1986-02-03, 15:33, 31446.65, 1986.092,  4,  0, 351.57
1986-02-06, 13:02, 31449.54, 1986.100,  4,  0, 350.07
1986-02-10, 16:02, 31453.67, 1986.111,  4,  0, 350.62
1986-02-12, 14:11, 31455.59, 1986.117,  2,  5, 353.45
1986-02-20, 16:52, 31463.70, 1986.139,  4,  0, 350.84
1986-03-12, 14:32, 31483.61, 1986.193,  4,  0, 349.66
1986-03-14, 14:17, 31485.60, 1986.199,  4,  4, 353.49
1986-04-07, 15:03, 31509.63, 1986.265,  4,  0, 350.31
1986-04-16, 13:14, 31518.55, 1986.289,  4,  0, 352.48
1986-05-02, 16:19, 31534.68, 1986.333,  4,  0, 352.42
1986-05-05, 13:02, 31537.54, 1986.341,  4,  0, 350.91
1986-05-07, 14:02, 31539.58, 1986.347,  3,  5, 356.38
1986-05-21, 14:57, 31553.62, 1986.385,  4,  0, 351.15
1986-05-30, 14:52, 31562.62, 1986.410,  4,  0, 351.83
1986-06-05, 13:47, 31568.57, 1986.426,  4,  0, 351.30
1986-06-25, 15:32, 31588.65, 1986.481,  4,  0, 347.92
1986-07-08, 14:55, 31601.62, 1986.517,  4,  0, 347.56
1986-07-24, 09:47, 31617.41, 1986.560,  4,  0, 343.88
1986-07-25, 16:02, 31618.67, 1986.563,  4,  0, 343.09
1986-08-14, 16:22, 31638.68, 1986.618,  4,  5, 346.44
1986-08-15, 14:22, 31639.60, 1986.621,  3,  5, 345.53
1986-09-08, 13:22, 31663.56, 1986.686,  4,  0, 344.43
1986-09-09, 16:22, 31664.68, 1986.690,  4,  0, 342.14
1986-09-10, 16:47, 31665.70, 1986.692,  4,  0, 341.71
1986-09-12, 16:37, 31667.69, 1986.698,  4,  0, 341.50
1986-09-17, 16:47, 31672.70, 1986.712,  4,  0, 342.57
1986-09-18, 14:34, 31673.61, 1986.714,  2,  0, 342.43
1986-09-19, 17:22, 31674.72, 1986.717,  4,  0, 340.98
1986-09-23, 13:34, 31678.57, 1986.728,  3,  0, 341.62
1986-09-25, 13:26, 31680.56, 1986.733,  4,  0, 343.13
1986-10-01, 16:42, 31686.70, 1986.750,  3,  0, 346.53
1986-10-23, 16:17, 31708.68, 1986.810, 10,  0, 348.29
1986-11-18, 12:03, 31734.50, 1986.881,  2,  0, 346.97
1986-12-23, 16:17, 31769.68, 1986.977,  3,  0, 350.86
1987-01-05, 13:32, 31782.56, 1987.013,  4,  0, 349.50
1987-01-07, 14:32, 31784.61, 1987.018,  4,  0, 351.30
1987-01-15, 13:47, 31792.57, 1987.040,  3,  5, 357.17
1987-01-28, 14:37, 31805.61, 1987.076,  4,  0, 349.69
1987-01-30, 13:42, 31807.57, 1987.081,  4,  0, 350.67
1987-02-11, 14:57, 31819.62, 1987.114,  4,  4, 354.27
1987-02-12, 16:47, 31820.70, 1987.117,  3,  0, 350.15
1987-02-24, 11:54, 31832.50, 1987.149,  4,  0, 352.36
1987-03-13, 16:04, 31849.67, 1987.196,  3,  0, 350.31
1987-03-19, 13:19, 31855.55, 1987.212,  4,  0, 351.85
1987-04-03, 13:07, 31870.55, 1987.254,  4,  0, 352.94
1987-04-29, 16:19, 31896.68, 1987.325,  4,  0, 351.79
1987-04-30, 12:35, 31897.52, 1987.327,  4,  0, 352.76
1987-05-01, 11:32, 31898.48, 1987.330,  4,  0, 354.10
1987-05-15, 16:42, 31912.70, 1987.369,  2,  0, 353.07
1987-05-19, 14:19, 31916.60, 1987.380,  4,  0, 352.20
1987-05-27, 15:47, 31924.66, 1987.402,  4,  0, 352.53
1987-06-17, 12:32, 31945.52, 1987.459,  4,  0, 352.94
1987-06-30, 18:17, 31958.76, 1987.495,  4,  0, 349.90
1987-07-07, 16:48, 31965.70, 1987.514,  4,  0, 349.13
1987-07-09, 16:33, 31967.69, 1987.520,  6,  0, 349.48
1987-07-10, 15:44, 31968.66, 1987.522,  3,  0, 348.51
1987-07-16, 16:02, 31974.67, 1987.539,  4,  0, 348.63
1987-07-18, 13:22, 31976.56, 1987.544,  3,  0, 347.75
1987-07-21, 12:26, 31979.52, 1987.552,  2,  0, 345.14
1987-07-23, 17:14, 31981.72, 1987.558,  4,  0, 344.38
1987-08-05, 16:07, 31994.67, 1987.594,  4,  0, 344.69
1987-08-12, 13:16, 32001.55, 1987.612,  4,  0, 342.19
1987-08-20, 17:08, 32009.71, 1987.635,  4,  0, 342.10
1987-09-11, 15:58, 32031.67, 1987.695,  4,  0, 345.11
1987-09-13, 15:42, 32033.65, 1987.700,  4,  0, 345.57
1987-09-24, 16:03, 32044.67, 1987.731,  4,  5, 349.12
1987-10-08, 13:32, 32058.56, 1987.769,  4,  0, 346.69
1987-10-09, 14:34, 32059.61, 1987.772,  4,  0, 347.49
1987-10-13, 13:08, 32063.55, 1987.782,  4,  0, 348.61
1987-10-23, 14:50, 32073.62, 1987.810,  6,  0, 346.91
1987-10-24, 13:13, 32074.55, 1987.812,  6,  5, 354.94
1987-10-29, 12:02, 32079.50, 1987.826,  8,  0, 348.20
1987-11-02, 14:31, 32083.60, 1987.837,  4,  0, 348.32
1987-11-06, 13:49, 32087.58, 1987.848,  4,  0, 350.23
1987-11-25, 15:54, 32106.66, 1987.900,  4,  0, 353.24
1987-12-23, 15:58, 32134.67, 1987.977,  2,  5, 357.31
1987-12-28, 14:58, 32139.62, 1987.991,  2,  4, 364.06
1987-12-29, 13:56, 32140.58, 1987.993,  4,  0, 352.12
1987-12-30, 13:15, 32141.55, 1987.996,  2,  0, 354.45
1988-01-16, 15:38, 32158.65, 1988.043,  4,  0, 351.77
1988-01-18, 14:12, 32160.59, 1988.048,  4,  0, 354.07
1988-01-29, 13:48, 32171.57, 1988.078,  4,  0, 353.12
1988-01-30, 16:22, 32172.68, 1988.081,  4,  0, 352.95
1988-02-28, 14:08, 32201.59, 1988.160,  3,  0, 352.81
1988-03-01, 14:14, 32203.59, 1988.166,  4,  0, 353.17
1988-03-10, 15:48, 32212.66, 1988.190,  4,  5, 360.57
1988-03-12, 16:22, 32214.68, 1988.196,  4,  5, 358.73
1988-04-08, 13:32, 32241.56, 1988.269,  4,  0, 355.67
1988-04-13, 16:12, 32246.68, 1988.283,  4,  0, 354.90
1988-04-15, 18:02, 32248.75, 1988.289,  4,  0, 354.48
1988-04-16, 15:03, 32249.63, 1988.291,  4,  0, 354.91
1988-04-21, 17:16, 32254.72, 1988.305,  4,  0, 355.36
1988-04-22, 13:47, 32255.57, 1988.308,  4,  0, 355.77
1988-04-28, 16:02, 32261.67, 1988.324,  4,  0, 355.52
1988-05-05, 11:18, 32268.47, 1988.343,  4,  0, 357.06
1988-05-17, 16:50, 32280.70, 1988.376,  4,  0, 356.44
1988-05-27, 15:27, 32290.64, 1988.403,  4,  0, 356.05
1988-06-06, 14:52, 32300.62, 1988.431,  4,  0, 355.25
1988-06-20, 10:43, 32314.45, 1988.468,  2,  5, 359.73
1988-07-14, 13:37, 32338.57, 1988.534,  5,  0, 351.13
1988-07-19, 14:07, 32343.59, 1988.548,  3,  0, 350.95
1988-07-22, 16:52, 32346.70, 1988.557,  2,  0, 351.53
1988-08-02, 14:04, 32357.59, 1988.586,  4,  0, 348.19
1988-08-05, 15:34, 32360.65, 1988.595,  4,  0, 347.28
1988-08-11, 15:04, 32366.63, 1988.611,  3,  0, 347.56
1988-08-12, 13:01, 32367.54, 1988.614,  2,  0, 348.58
1988-08-17, 15:35, 32372.65, 1988.627,  4,  0, 346.02
1988-08-22, 15:45, 32377.66, 1988.641,  3,  0, 344.76
1988-08-31, 16:45, 32386.70, 1988.666,  4,  0, 346.29
1988-09-02, 13:29, 32388.56, 1988.671,  4,  0, 346.47
1988-09-12, 13:09, 32398.55, 1988.698,  4,  0, 347.27
1988-09-21, 11:40, 32407.49, 1988.723,  4,  0, 347.18
1988-09-26, 15:50, 32412.66, 1988.737,  4,  0, 348.38
1988-09-27, 14:37, 32413.61, 1988.739, 14,  0, 351.31
1988-10-05, 14:24, 32421.60, 1988.761,  4,  0, 349.64
1988-10-06, 16:22, 32422.68, 1988.764,  4,  0, 349.09
1988-10-14, 11:31, 32430.48, 1988.785,  3,  0, 349.59
1988-10-28, 14:20, 32444.60, 1988.824,  4,  0, 351.64
1988-11-08, 15:26, 32455.64, 1988.854,  4,  0, 352.24
1988-11-11, 13:41, 32458.57, 1988.862,  4,  0, 351.07
1988-11-14, 13:44, 32461.57, 1988.870,  4,  0, 352.36
1988-11-17, 14:47, 32464.62, 1988.879,  4,  0, 353.30
1988-12-21, 10:11, 32498.42, 1988.971,  4,  0, 354.94
1989-01-06, 09:16, 32514.39, 1989.015,  4,  0, 356.33
1989-01-12, 14:56, 32520.62, 1989.032,  4,  0, 356.25
1989-01-23, 13:54, 32531.58, 1989.062,  4,  0, 354.23
1989-02-01, 16:37, 32540.69, 1989.087,  3,  0, 355.29
1989-02-02, 14:12, 32541.59, 1989.089,  4,  0, 355.20
1989-02-03, 15:38, 32542.65, 1989.092,  2,  0, 355.19
1989-02-10, 11:07, 32549.46, 1989.111,  4,  0, 355.83
1989-03-01, 14:47, 32568.62, 1989.163,  4,  0, 356.18
1989-03-03, 09:11, 32570.38, 1989.168,  2,  0, 356.77
1989-03-10, 16:29, 32577.69, 1989.188,  2,  0, 355.01
1989-03-15, 14:48, 32582.62, 1989.202,  4,  0, 357.49
1989-03-16, 14:32, 32583.61, 1989.204,  4,  0, 355.88
1989-03-17, 16:12, 32584.68, 1989.207,  4,  0, 355.38
1989-04-12, 12:55, 32610.54, 1989.278,  4,  0, 356.92
1989-04-13, 17:06, 32611.71, 1989.281,  4,  0, 356.27
1989-04-21, 15:46, 32619.66, 1989.303,  4,  0, 357.13
1989-04-24, 11:41, 32622.49, 1989.311,  3,  0, 357.66
1989-04-25, 15:07, 32623.63, 1989.314,  4,  0, 357.89
1989-05-10, 14:33, 32638.61, 1989.355,  4,  0, 358.51
1989-05-11, 14:19, 32639.60, 1989.358,  4,  0, 358.11
1989-05-12, 10:46, 32640.45, 1989.360,  4,  0, 357.17
1989-05-16, 14:18, 32644.60, 1989.371,  4,  0, 354.96
1989-06-05, 15:41, 32664.65, 1989.426,  4,  0, 355.58
1989-06-06, 15:57, 32665.66, 1989.429,  4,  0, 355.57
1989-06-23, 14:41, 32682.61, 1989.476,  4,  0, 354.84
1989-06-28, 14:09, 32687.59, 1989.489,  4,  0, 353.18
1989-06-29, 14:33, 32688.61, 1989.492,  4,  0, 352.56
1989-07-07, 16:40, 32696.69, 1989.514,  4,  0, 352.59
1989-07-12, 16:11, 32701.67, 1989.528,  4,  0, 350.97
1989-07-31, 15:47, 32720.66, 1989.580,  4,  0, 348.48
1989-08-01, 16:11, 32721.67, 1989.583,  4,  0, 347.75
1989-08-02, 17:22, 32722.72, 1989.586,  4,  0, 347.85
1989-08-11, 17:11, 32731.72, 1989.610,  4,  0, 349.11
1989-08-17, 15:02, 32737.63, 1989.626,  4,  0, 346.27
1989-08-18, 15:09, 32738.63, 1989.629,  4,  0, 346.60
1989-08-24, 14:02, 32744.58, 1989.645,  4,  0, 347.70
1989-09-07, 14:34, 32758.61, 1989.684,  4,  0, 345.49
1989-09-19, 14:41, 32770.61, 1989.717,  4,  0, 348.06
1989-10-03, 10:27, 32784.44, 1989.755,  3,  0, 349.89
1989-10-13, 14:04, 32794.59, 1989.782,  7,  5, 366.43
1989-10-23, 15:15, 32804.64, 1989.810,  4,  0, 352.01
1989-10-24, 16:15, 32805.68, 1989.813,  4,  0, 351.15
1989-11-21, 13:41, 32833.57, 1989.889,  4,  0, 354.11
1989-11-24, 16:15, 32836.68, 1989.898,  4,  0, 354.34
1989-12-28, 09:06, 32870.38, 1989.990,  5,  0, 354.89
1990-01-02, 12:53, 32875.54, 1990.004,  2,  0, 356.47
1990-01-12, 14:48, 32885.62, 1990.032,  4,  0, 359.02
1990-01-13, 14:22, 32886.60, 1990.035,  4,  0, 355.81
1990-01-15, 15:39, 32888.65, 1990.040,  4,  0, 356.39
1990-01-30, 14:54, 32903.62, 1990.081,  4,  0, 356.81
1990-02-01, 11:57, 32905.50, 1990.086,  4,  0, 356.85
1990-02-04, 13:45, 32908.57, 1990.095,  2,  0, 357.77
1990-02-12, 14:55, 32916.62, 1990.117,  4,  0, 356.80
1990-03-02, 15:10, 32934.63, 1990.166,  4,  7, 358.83
1990-03-05, 09:27, 32937.39, 1990.174,  4,  0, 358.24
1990-03-08, 12:49, 32940.53, 1990.182,  4,  0, 357.97
1990-03-27, 12:58, 32959.54, 1990.234,  4,  0, 357.80
1990-03-29, 16:20, 32961.68, 1990.240,  4,  0, 357.47
1990-04-04, 12:31, 32967.52, 1990.256,  4,  0, 356.75
1990-04-16, 16:01, 32979.67, 1990.289,  4,  0, 358.03
1990-04-17, 14:38, 32980.61, 1990.292,  4,  0, 358.15
1990-04-30, 11:42, 32993.49, 1990.327,  4,  0, 358.31
1990-05-01, 14:35, 32994.61, 1990.330,  4,  0, 359.50
1990-05-08, 14:57, 33001.62, 1990.350,  4,  0, 358.23
1990-05-09, 14:32, 33002.61, 1990.352,  4,  0, 358.65
1990-05-23, 15:42, 33016.65, 1990.391,  4,  0, 358.44
1990-05-24, 15:04, 33017.63, 1990.394,  2,  0, 360.13
1990-05-25, 14:10, 33018.59, 1990.396,  4,  0, 359.43
1990-06-14, 13:31, 33038.56, 1990.451,  4,  0, 356.01
1990-07-02, 12:42, 33056.53, 1990.500,  4,  0, 353.80
1990-07-03, 14:49, 33057.62, 1990.503,  2,  0, 351.63
1990-07-18, 15:44, 33072.66, 1990.544,  4,  0, 350.50
1990-07-24, 14:30, 33078.60, 1990.561,  4,  0, 351.96
1990-08-01, 14:49, 33086.62, 1990.583,  4,  0, 350.36
1990-08-15, 14:12, 33100.59, 1990.621,  4,  7, 350.67
1990-08-19, 16:00, 33104.67, 1990.632,  4,  0, 347.87
1990-08-20, 14:50, 33105.62, 1990.635,  4,  0, 348.84
1990-08-26, 18:41, 33111.78, 1990.651,  4,  0, 346.61
1990-08-29, 17:15, 33114.72, 1990.660,  4,  0, 347.45
1990-09-17, 15:44, 33133.66, 1990.711,  3,  0, 349.82
1990-09-18, 13:11, 33134.55, 1990.714,  2,  0, 349.49
1990-09-21, 14:15, 33137.59, 1990.722,  3,  0, 349.69
1990-09-27, 14:08, 33143.59, 1990.739,  3,  0, 351.24
1990-10-18, 11:27, 33164.48, 1990.796,  8,  5, 356.51
1990-10-31, 15:18, 33177.64, 1990.832,  4,  0, 354.77
1990-11-01, 09:43, 33178.40, 1990.834,  3,  0, 354.15
1990-11-02, 00:03, 33179.00, 1990.836,  2,  0, 356.02
1990-11-19, 14:22, 33196.60, 1990.884,  3,  0, 354.70
1990-11-20, 11:19, 33197.47, 1990.886, 12,  0, 355.08
1990-12-12, 12:55, 33219.54, 1990.947,  4,  0, 356.30
1990-12-13, 14:40, 33220.61, 1990.950,  4,  0, 355.81
1990-12-19, 11:00, 33226.46, 1990.966,  4,  0, 355.15
1990-12-29, 14:02, 33236.58, 1990.993,  4,  0, 357.14
1991-02-28, 15:40, 33297.65, 1991.161,  3,  0, 358.70
1991-03-01, 16:36, 33298.69, 1991.164,  4,  0, 358.64
1991-03-11, 09:49, 33308.41, 1991.190,  4,  0, 359.72
1991-03-13, 14:34, 33310.61, 1991.196,  4,  0, 358.95
1991-03-15, 07:06, 33312.30, 1991.201, 16,  0, 360.21
1991-03-27, 10:00, 33324.42, 1991.234,  2,  0, 360.01
1991-04-17, 14:01, 33345.58, 1991.292,  4,  0, 360.12
1991-04-18, 13:20, 33346.56, 1991.295,  4,  0, 359.53
1991-04-22, 09:39, 33350.40, 1991.305,  4,  0, 359.74
1991-05-02, 11:12, 33360.47, 1991.333,  4,  0, 361.55
1991-05-03, 16:06, 33361.67, 1991.336,  4,  0, 359.34
1991-05-20, 13:27, 33378.56, 1991.382,  4,  0, 361.00
1991-05-28, 16:28, 33386.69, 1991.405, 12,  0, 360.04
1991-06-04, 16:04, 33393.67, 1991.424,  4,  0, 359.21
1991-06-12, 16:06, 33401.67, 1991.446,  4,  0, 358.54
1991-06-19, 17:26, 33408.73, 1991.465,  4,  0, 358.09
1991-06-20, 15:37, 33409.65, 1991.468,  4,  0, 354.78
1991-06-21, 14:49, 33410.62, 1991.470,  4,  0, 357.06
1991-06-25, 12:45, 33414.53, 1991.481,  4,  0, 356.24
1991-07-16, 17:13, 33435.72, 1991.539,  4,  0, 355.13
1991-07-18, 15:11, 33437.63, 1991.544,  4,  0, 354.24
1991-07-23, 16:00, 33442.67, 1991.558,  4,  0, 353.07
1991-08-05, 15:23, 33455.64, 1991.594,  4,  0, 349.68
1991-08-26, 13:51, 33476.58, 1991.651,  4,  0, 351.15
1991-09-05, 14:32, 33486.61, 1991.678,  4,  7, 352.44
1991-09-10, 13:52, 33491.58, 1991.692,  3,  0, 349.61
1991-09-23, 16:15, 33504.68, 1991.728,  4,  0, 351.31
1991-10-04, 14:22, 33515.60, 1991.758,  4,  7, 354.48
1991-10-14, 14:29, 33525.60, 1991.785,  2,  0, 354.53
1991-10-22, 14:07, 33533.59, 1991.807,  4,  0, 354.51
1991-10-23, 15:42, 33534.65, 1991.810,  4,  0, 354.66
1991-11-14, 14:27, 33556.60, 1991.870,  4,  0, 357.80
1991-12-10, 14:39, 33582.61, 1991.941,  2,  0, 357.47
1992-01-03, 16:21, 33606.68, 1992.007,  2,  0, 359.45
1992-01-06, 13:21, 33609.56, 1992.015, 10,  0, 359.48
1992-01-15, 11:52, 33618.49, 1992.040,  4,  0, 358.50
1992-02-07, 10:06, 33641.42, 1992.102,  6,  0, 359.01
1992-02-10, 12:37, 33644.53, 1992.111,  6,  0, 358.75
1992-02-13, 09:42, 33647.40, 1992.119,  6,  0, 358.65
1992-03-03, 14:48, 33666.62, 1992.171,  6,  0, 359.95
1992-03-04, 13:26, 33667.56, 1992.174,  6,  0, 359.18
1992-03-17, 11:53, 33680.50, 1992.209,  6,  0, 359.74
1992-03-18, 14:46, 33681.62, 1992.212,  6,  0, 359.52
1992-03-30, 12:57, 33693.54, 1992.245,  6,  0, 359.66
1992-03-31, 14:13, 33694.59, 1992.248,  6,  0, 359.97
1992-04-14, 11:22, 33708.47, 1992.285,  6,  0, 360.55
1992-04-30, 12:22, 33724.52, 1992.329,  6,  0, 360.83
1992-05-01, 13:29, 33725.56, 1992.332,  6,  0, 361.35
1992-05-04, 14:59, 33728.62, 1992.341,  6,  0, 361.37
1992-05-06, 13:27, 33730.56, 1992.346,  6,  0, 361.22
1992-05-12, 13:56, 33736.58, 1992.362,  6,  0, 360.73
1992-05-19, 14:17, 33743.60, 1992.381,  6,  0, 360.59
1992-05-27, 14:32, 33751.61, 1992.403,  6,  0, 360.20
1992-06-03, 14:36, 33758.61, 1992.422,  4,  0, 359.80
1992-06-11, 14:56, 33766.62, 1992.444,  6,  0, 359.29
1992-06-26, 15:25, 33781.64, 1992.485,  6,  0, 357.97
1992-06-29, 16:23, 33784.68, 1992.494,  6,  0, 357.79
1992-07-01, 15:49, 33786.66, 1992.499,  6,  0, 355.35
1992-07-21, 15:11, 33806.63, 1992.554,  6,  0, 351.97
1992-07-23, 15:41, 33808.65, 1992.559,  6,  0, 351.31
1992-08-03, 15:46, 33819.66, 1992.589,  6,  0, 352.50
1992-08-24, 14:10, 33840.59, 1992.646,  6,  0, 348.92
1992-08-31, 15:18, 33847.64, 1992.666,  6,  0, 350.24
1992-09-09, 16:17, 33856.68, 1992.690,  6,  0, 348.56
1992-09-25, 15:12, 33872.63, 1992.734,  5,  0, 352.20
1992-10-02, 16:13, 33879.68, 1992.753,  6,  0, 351.67
1992-10-13, 10:35, 33890.44, 1992.783,  3,  5, 360.62
1992-10-19, 16:45, 33896.70, 1992.800,  6,  0, 355.39
1992-10-28, 17:56, 33905.75, 1992.824,  6,  0, 355.40
1992-10-29, 12:25, 33906.52, 1992.827,  6,  0, 354.58
1992-12-11, 15:52, 33949.66, 1992.944,  6,  0, 358.68
1992-12-18, 09:28, 33956.39, 1992.963,  5,  0, 358.76
1992-12-30, 15:43, 33968.65, 1992.996,  6,  0, 358.21
1993-01-06, 11:31, 33975.48, 1993.015,  2,  0, 357.92
1993-01-08, 16:33, 33977.69, 1993.021,  3,  0, 359.75
1993-01-11, 11:36, 33980.48, 1993.029,  6,  0, 359.76
1993-02-09, 08:58, 34009.37, 1993.108,  6,  0, 359.41
1993-02-10, 10:01, 34010.42, 1993.111,  6,  0, 359.98
1993-02-16, 12:26, 34016.52, 1993.127,  6,  0, 359.81
1993-02-24, 09:39, 34024.40, 1993.149,  6,  0, 360.03
1993-03-03, 15:42, 34031.65, 1993.169,  6,  0, 360.59
1993-03-15, 11:16, 34043.47, 1993.201,  6,  0, 359.13
1993-03-24, 13:08, 34052.55, 1993.226,  6,  0, 359.66
1993-03-26, 14:57, 34054.62, 1993.232,  6,  0, 361.26
1993-04-12, 14:25, 34071.60, 1993.278,  6,  0, 360.79
1993-04-15, 15:24, 34074.64, 1993.287,  5,  0, 361.55
1993-04-22, 12:43, 34081.53, 1993.306,  6,  0, 361.66
1993-05-06, 18:48, 34095.78, 1993.345,  6,  0, 363.10
1993-05-11, 14:48, 34100.62, 1993.358,  6,  0, 361.68
1993-05-18, 13:30, 34107.56, 1993.377,  6,  0, 362.35
1993-05-20, 14:36, 34109.61, 1993.382,  6,  0, 361.88
1993-05-24, 12:29, 34113.52, 1993.393,  4,  0, 360.91
1993-06-01, 15:48, 34121.66, 1993.416,  6,  0, 361.39
1993-06-02, 14:33, 34122.61, 1993.418,  6,  0, 360.88
1993-06-21, 13:04, 34141.54, 1993.470,  6,  0, 359.62
1993-06-29, 15:30, 34149.65, 1993.492,  6,  0, 357.52
1993-07-01, 15:13, 34151.63, 1993.498,  6,  0, 357.25
1993-07-08, 16:53, 34158.70, 1993.517,  6,  0, 357.18
1993-07-12, 18:50, 34162.78, 1993.528,  6,  0, 354.60
1993-07-13, 17:11, 34163.72, 1993.531,  6,  0, 353.43
1993-07-15, 14:29, 34165.60, 1993.536,  6,  0, 352.18
1993-07-16, 16:15, 34166.68, 1993.539,  6,  5, 350.80
1993-07-26, 15:25, 34176.64, 1993.566,  6,  0, 354.93
1993-08-12, 19:11, 34193.80, 1993.613,  6,  0, 351.71
1993-08-13, 14:30, 34194.60, 1993.615,  6,  0, 352.03
1993-08-27, 18:31, 34208.77, 1993.654,  6,  0, 349.67
1993-08-31, 13:46, 34212.57, 1993.665,  5,  0, 350.33
1993-09-01, 11:26, 34213.48, 1993.667,  6,  0, 349.50
1993-09-13, 14:51, 34225.62, 1993.700,  6,  0, 352.50
1993-10-06, 11:15, 34248.47, 1993.763,  6,  0, 354.01
1993-10-12, 16:08, 34254.67, 1993.780,  6,  0, 355.36
1993-10-15, 16:31, 34257.69, 1993.788,  6,  0, 354.08
1993-10-18, 13:55, 34260.58, 1993.796,  3,  0, 357.92
1993-11-11, 09:38, 34284.40, 1993.861,  6,  0, 356.26
1993-11-12, 14:20, 34285.60, 1993.865,  6,  0, 357.45
1993-11-30, 10:10, 34303.42, 1993.913,  6,  0, 357.98
1993-12-15, 09:10, 34318.38, 1993.954,  6,  0, 359.93
1994-01-24, 15:40, 34358.65, 1994.065,  6,  0, 360.03
1994-01-25, 09:29, 34359.40, 1994.067,  6,  0, 361.20
1994-02-05, 14:48, 34370.62, 1994.098,  5,  0, 362.65
1994-02-08, 09:35, 34373.40, 1994.105,  6,  0, 360.76
1994-02-17, 18:20, 34382.76, 1994.131,  6,  0, 360.88
1994-03-11, 09:32, 34404.40, 1994.190,  6,  0, 360.94
1994-03-22, 10:02, 34415.42, 1994.220,  6,  0, 362.66
1994-03-23, 11:46, 34416.49, 1994.223,  4,  0, 362.77
1994-03-30, 12:22, 34423.52, 1994.243,  6,  0, 362.24
